,link,country,news_outlet,title,date,text
0,https://www.diariodexalapa.com.mx/gossip/diego-del-rio-el-encargado-de-preparar-el-homenaje-a-silvia-pinal-en-bellas-artes-8634032.html,mexico,diariodexalapa,"Diego del Río, el encargado de preparar el homenaje a Silvia Pinal en Bellas Artes",,"Diego del Río dirige el homenaje que el 29 de agosto se le rendirá en Bellas Artes a la actriz Silvia Pinal. “Va a recorrer su legado actoral y habrá un momento que creo que va a distinguir el homenaje de otros que hace el Palacio de Bellas Artes, con el gran amor de Silvia Pinal”, adelanta el director, quien aclara que pronto darán a conocer más detalles del tributo a la artista, quien recientemente tuvo un breve retorno al teatro en una comedia musical.

Este ha sido un año de “primeras veces” para el director de obras como Espejos, Masterclass y El principio de Arquímedes. Debutó en cine con El silencio, una cinta que espera estrenar en 2023, con Adriana Llabrés y Ludwika Paleta, y también hizo su debut dirigiendo ópera, con Juana sin cielo, de Alberto Desmestres, a cargo de la Compañía Nacional de Ópera y con la soprano María Katzarava como Juana la loca.

Celebridades Reconocen la carrera de Silvia Pinal con homenaje en Bellas Artes

Y regresa al teatro con la obra Los humanos, del estadounidense Stephen Karam, un drama de familia que sucede en una sola escena, con un elenco encabezado por la veterana actriz Concepción Márquez. En la trama también participa su padre, el actor José del Río, quien estuvo alejado de los escenarios durante los últimos 30 años.

“Es en tiempo real, con estos personajes conviviendo en la cena de Navidad en la casa de la hija menor de la familia, Berenice, que interpreta Paulette Hernández y ahí sucede todo lo que pasa en una dinámica familiar, el humor, el dolor, los reclamos, las anécdotas y los encuentros y desencuentros. La obra es la posibilidad de investigar también la presencia sostenida de estos actores que entran a escena y ya no salen y que habitan el espacio, no cortan nunca, es como hacer un plano secuencia de una película”, explica el director.

“Energéticamente creo que es una de las obras más cansadas para actuar, una vez empezando, no paran y eso es muy demandante, pero al mismo tiempo maravilloso, porque es la posibilidad de meterte en una dimensión, yo siento que actuar es entrar en un estado casi de meditación, el personaje está transitando por una serie de vivencias y aquí no tiene la posibilidad de hacer esos saltos, o los tiene que hacer frente al público, porque los personajes están todos ahí metidos en un solo espacio detonando los encuentros y desencuentros de una manera muy emocionante para presenciar”.

Precisamente el tema de la familia es una constante en su trabajo. Las obras del dramaturgo ruso Anton Chejov que ha montado (La gaviota, Las tres hermanas y El tío Vania), dice, “han sido escuelas importantes de investigación en términos de la construcción y del tono para poder entender Los humanos, una obra de un autor contemporáneo, porque son textos que obligan a los actores y a mí mismo, a reconocer las capas de abajo en los vínculos. Los personajes se relacionan entre sí, tienen pasado y si no hay pasado, no sucede el evento frente al espectador”

El director relata que este proyecto inició hace cinco años, cuando la actriz Paulette Hernández vio la puesta en Broadway y encontró en ella el vehículo exacto para exponer los temas que a ambos les interesa compartir con los espectadores y en cuyo centro está la familia.

“Lo que nos define como especie son los vínculos, ese orden familiar. El otro día reflexionaba que uno en las personas que más piensa en su vida son los padres, los hayas conocido o no, porque inclusos sus ausencias te marcan”, abunda.

“Uno de los temas que más nos importan es cuando los hijos se vuelven adultos y descubren que sus padres ya no son los jóvenes que antes eran, entran en otras lógicas, el miedo de perderlos incluso; también, la sensación de los sueños personales que cada uno tenemos y la realidad de pronto tan vertiginosa de un país como éste tan lleno de desigualdades, por ejemplo, el personaje de la mamá dice: ‘llevo 30 años trabajando en la misma empresa y como no tengo tal o tal título, contratan a dos jóvenes que porque tienen una maestría, ganan tres veces más que yo’.

➡️ Suscríbete a nuestro Newsletter y recibe las notas más relevantes en tu correo

“Esas realidades que son a veces dolorosas y confrontadoras, están en la obra y también en nuestras historias personales, ha sido interesante investigarlo, pensarnos como individuos, con nuestras familias y con la familia teatral que hemos creado, no nada más en la escena, sino en la colaboración.

“Por un lado, dirigir a mi papá que vuelve a actuar después de 30 años, Pilar Flores del Valle, una amiga entrañable, Conchita Márquez que hace el personaje de la abuela, es la actriz con la que más he trabajado, hemos hecho siete obras juntos, con Nacho Tahan y Luz Aldan que son dos amigos de muchísimo tiempo y nunca había trabajado con ellos. Estamos produciendo Paulette Hernández, Salvador Suárez y yo, que somos amigos, colegas, estamos gozando crear este universo de uno de los mejores textos de la dramaturgia contemporánea, con una traducción y adaptación maravillosa de Paula Zelaya”, concluye.

Los humanos se presentará los martes de agosto y septiembre en el Foro Shakespeare."
1,https://www.diariodexalapa.com.mx/policiaca/asesinan-a-joven-de-tres-disparos...-y-no-hay-detenidos-todo-sobre-el-caso-8633886.html,mexico,diariodexalapa,Asesinan a joven de tres disparos... y no hay detenidos; todo sobre el caso,,"TLAPACOYAN, Ver.- Un joven fue asesinado a balazos en la zona denominada como Oro Verde, en la salida a Teziutlán, Puebla, en esta ciudad. Los primeros informes señalan que los sicarios dispararon desde un vehículo negro en contra de la víctima, identificada como Ignacio.

Vecinos se percataron de que se había dado una agresión armada en contra de una persona, quien recibió varios impactos de bala sobre su humanidad.

Te puede interesar: Asaltan a mujer afuera de un banco... pero los detiene la policía; los detalles

Policiaca Transportaban chapopote... pero sin papeles legales, ¿en dónde ocurrió?

Aún presentaba signos vitales y en forma urgente fue trasladado a un hospital, donde murió a causa de la gravedad de sus lesiones. Ignacio era conocido por sus amigos como ""Nachín"" y recibió dos impactos de bala en el pecho y uno más en el abdomen, situación que fue informada al personal de la Fiscalía Regional para iniciar las diligencias de rigor. Al nosocomio llegó personal forense que se encargó del levantamiento del cuerpo del joven y de su trasladarlo al Servicio Médico Forense.

También se llevó a cabo un operativo policiaco en busca de los asesinos. Sin embargo, preventivos no han reportado la captura de posibles responsables, según lo informado."
2,https://www.diariodexalapa.com.mx/policiaca/vuelca-camioneta-en-carretera-hacia-perote-que-transportaba-8613069.html,mexico,diariodexalapa,Vuelca camioneta en carretera hacia Perote; ¿qué transportaba?,,"Una camioneta volcó aparentemente a causa de la velocidad inmoderada, en la carretera a Perote, a la altura de Plan de Sedeño, del municipio de Las Vigas; una persona resultó lesionada, de acuerdo con rescatistas.

El accidente ocurrió antes del anochecer, cuando el chofer perdió el control de la unidad, que volcó sobre su costado derecho.

Te puede interesar: ¿Lo has visto? Familia xalapeña busca a joven Salvador Durán

Elementos de la Policía Municipal de Las Vigas tomaron conocimiento de lo sucedido y se trasladaron al sitio del percance para ayudar.

Policiaca Se incendia vivienda de Xalapa, ¿cuál fue la causa?

Paramédicos del municipio de Acajete acudieron para valorar al chofer y al copiloto y confirmaron que solo uno de ellos se encontraba lesionado, sin ser de gravedad. La camioneta transportaba harina para preparar tortillas y la mercancía fue traspasada hacia otro vehículo que se encargó de retirarla. La Policía Municipal también abanderó el lugar para agilizar y facilitar las labores de emergencia.

Por su parte, efectivos de la Guardia Nacional División Caminos se presentaron para realizar las primeras investigaciones y ordenar el apoyo de una grúa para mover el vehículo dañado.

La camioneta fue remolcada a un corralón y el tráfico volvió a la normalidad al finalizar las maniobras realizadas por los rescatistas."
3,https://www.diariodexalapa.com.mx/policiaca/secuestradores-de-xalapa-y-coatepec-pasaran-50-anos-de-prision-cuando-ocurrieron-los-delitos-8610004.html,mexico,diariodexalapa,Sentencian a 50 años de prisión a secuestradores; operaban en Xalapa y Coatepec,,"Dos secuestradores que operaban en Xalapa y Coatepec fueron sentenciados a una pena de 50 años en el penal de Pacho Viejo, de acuerdo con autoridades ministeriales.

Los delincuentes son Leonardo y Lorenzo, quienes entre el 23 y 25 de marzo del 2020 secuestraron a dos personas y las mantuvieron encerradas en una casa de seguridad de la colonia Obreros Textiles, de Xalapa, según el proceso penal 03/2022.

¿Cómo ocurrieron los secuestros?

En esa ocasión, la Unidad Especializada en Combate al Secuestro (UECS) realizó las primeras investigaciones y con base en un operativo descubrió a los secuestradores y a las víctimas en un inmueble de la calle Candelaria, de la colonia antes citada.

Policiaca Realizan operativo en El Castillo: Alertaron por detonaciones en la zona

Los secuestros se cometieron en Xalapa y Coatepec, donde los agraviados fueron sometidos con violencia por Leonardo y Lorenzo, según lo informado.

Tras el operativo, los dos secuestrados fueron rescatados por los agentes de la UECS, que además detuvieron a los delincuentes, el 26 e marzo de ese año.

La Fiscalía adscrita a la Unidad Especializada en Combate al Secuestro realizó el expediente correspondiente y puso a los detenidos a disposición de un juez, que les impuso la medida cautelar de prisión preventiva.

Posteriormente, con el avance de las investigaciones, la autoridad judicial tomó en cuenta las evidencias otorgadas por la Fiscalía, para finalmente declarar culpables de secuestro agravado a los dos detenidos.

Los dos secuestradores que operaban en Xalapa y Coatepec fueron sentenciados a una pena de 50 años en el penal de Pacho Viejo | Foto: René Corrales | Diario de Xalapa

La resolución del juez se dio a conocer en audiencia y posteriormente los secuestradores abandonaron la sala de juicios orales para regresar al penal de Pacho Viejo, donde deberán purgar la sentencia que les fue impuesta."
4,https://www.diariodexalapa.com.mx/policiaca/presunto-policia-de-la-ssp-extorsionaba-a-duenos-de-bares-en-xalapa-todo-sobre-el-caso-8625181.html,mexico,diariodexalapa,Se hacía pasar como policía de la SSP... extorsionaba a dueños de bares en Xalapa,,"La Fiscalía General del Estado (FGE) inició una carpeta de investigación en contra de un presunto extorsionador que supuestamente se hizo pasar como elemento de Seguridad Pública para extorsionar a dueños de bares en esta ciudad.

De acuerdo con autoridades de la SSP, el presunto responsable se encuentra identificado y cometió el robo de identidad para hacerse pasar como supervisor de la Delegación XX de Seguridad Pública con sede en Xalapa.

Además, la SSP contribuye con investigaciones para enriquecer las diligencias realizadas por la FGE con tal de que se proceda a la brevedad en contra del presunto responsable.

Te puede interesar: Capturan dos personas con droga y uno con moto robada en Xalapa

Policiaca Tarde violenta: Secuestran a cuatro y hallan un cadáver, ¿en dónde ocurrió?

¿Cómo extorsionaba a los dueños de bares en Xalapa?

Por su parte, dueños de bares afectados dijeron que a través de mensajes de Whatsapp comenzaron a recibir amenazas en contra de ellos y de sus familiares para exigirles pagos de cuotas.

Las capturas de pantalla de esos mensajes fueron distribuidas públicamente, a través de redes sociales. En ellas se leen las amenazas, en las que se mencionan a la Delegación XX de la SSP, a la Policía Municipal y a la Guardia Nacional.

Además, según los agraviados, a unos de ellos les mandaron fotografías de cuerpos desmembrados para ejercer mayor presión, al grado de que algunos, según dijeron, comenzaron a depositar pagos.

Tras lo sucedido, la SSP tomó conocimiento y a través de un comunicado oficial negó que el extorsionador forme parte de sus corporaciones y señaló que se trata de un robo de identidad.

Leer más: Detienen a otro involucrado en feminicidios de exalcaldesa de Cosoleacaque y su hija

¿Qué sucedió con el presunto policía?

Además, señaló que el presunto responsable se encuentra plenamente identificado y que se realizan las investigaciones correspondientes, en coordinación con la FGE, para búsqueda y localización.

De acuerdo con lo informado, las autoridades cuentan con datos de identificación y material de prueba del ilícito, por lo que es cuestión de tiempo para que sea detenido.

Dueños de bares afectados dijeron que a través de mensajes de Whatsapp comenzaron a recibir amenazas en contra de ellos y de sus familiares | Foto: Archivo | Diario de Xalapa

¿Qué ha dicho la SSP sobre el presunto policía?

📰 #SSPInforma: Con relación a la información que circula en grupos de WhatsApp y redes sociales sobre actos de extorsión a dueños de bares, cometidos por un presunto elemento de la Secretaría de Seguridad Pública (SSP), esta institución precisa lo siguiente: pic.twitter.com/CtnswB3zII — SSP Veracruz (@SP_Veracruz) July 21, 2022

La SSP también exhortó a la ciudadanía a denunciar los casos donde se presuma la comisión de un delito, a través de los números telefónicos 089 y 911.

Además, de acuerdo con la Secretaría de Seguridad Pública, corporaciones de esa dependencia mantienen una mayor vigilancia en bares y cantinas para prevenir actividades ilícitas en agravio de sus dueños, trabajadores y clientes."
5,https://www.diariodexalapa.com.mx/policiaca/joven-muere-ahogado-en-la-poza-azul-del-poblado-otates-en-actopan-8609347.html,mexico,diariodexalapa,"Joven muere ahogado en poza de Actopan, ¿cómo ocurrió?",,"Actopan, Ver.– Un joven se ahogó tras sumergirse en la poza azul, del poblado Otates, de este municipio; la víctima tenía 23 años y era vecina de Naolinco, de acuerdo con testigos.

Los hechos ocurrieron ayer por la tarde y la recuperación del cadáver se prolongó hasta poco antes del anochecer; las maniobras de auxilio fueron realizadas por la Unidad de Búsqueda y Rescate, del Escuadrón Nacional de Rescate (ENR).

¿Cómo ocurrió el incidente en la poza azul de Actopan?

Aparentemente, según los primeros informes, el joven disfrutaba de su día de descanso en la poza, donde se echó un clavado y ya no pudo volver a la superficie.

Leer más: Muere persona a bordo de un taxi en calles de Xalapa

Policiaca Muere hombre al caer en barranco en las Faldas del Cofre de Perote

De los hechos se dio parte a la línea de emergencias 911, además de que lugareños acudieron con la intención de ayudar con su rescate.

Con el paso del tiempo, las esperanzas de encontrar con vida al joven se desvanecieron, por lo que además se pidió el apoyo del ENR.

Los rescatistas se coordinaron y contaron con el apoyo de personal de Protección Civil municipal para buscar el cuerpo.

Tras recuperar el cadáver, los paramédicos lo trasladaron a la orilla, donde era esperado por peritos criminalistas y agentes de la Policía Ministerial, que llegaron para tomar conocimiento.

Te puede interesar: Localizan cadáver cerca de antiguo basurero en Martínez de la Torre

Los paramédicos trasladaron el cadáver a la orilla, donde era esperado por peritos criminalistas y agentes de la Policía Ministerial | Foto: Cortesía | Escuadrón Nacional de Rescate

¿A qué municipio pertenecía el joven hallado en la poza de Actopan?

También se presentó personal de la Fiscalía Regional, que dio fe de los hechos y ordenó el traslado del cadáver al Servicio Médico Forense (Semefo), donde sería entregado a sus familiares.

Entre las pertenencias del joven, fue hallada su credencial de elector, que lo identificó como Albert, vecino de el poblado Espinal, del municipio de Naolinco, de acuerdo con lo informado."
6,https://www.diariodexalapa.com.mx/local/,mexico,diariodexalapa,"Noticias Locales, Policiacas, sobre México, Veracruz, y el Mundo",,"Utilizamos cookies para personalizar y mejorar su experiencia en nuestro sitio y optimizar la publicidad que le ofrecemos. Visite nuestra Política de cookies para saber más. Al hacer clic en ""aceptar"", usted está de acuerdo con el uso que hacemos de las cookies."
7,https://www.diariodexalapa.com.mx/policiaca/feminicidio-de-exalcaldesa-de-cosoleacaque-gladys-n-detienen-a-otro-involucrado-de-quien-se-trata-8620028.html,mexico,diariodexalapa,Detienen a otro involucrado en feminicidios de exalcaldesa de Cosoleacaque y su hija,,"La Fiscalía General del Estado (FGE) confirmó la captura de Luis ""N"", alias ""el Puma"", como presunto involucrado en los feminicidios de la exalcaldesa priista de Cosoleacaque Gladys ""N"" y de su hija Carla ""N"", ocurridos en esa ciudad el 15 de febrero del 2021, según el proceso penal 72/2021.

El indiciado, quien era era jefe de seguridad de la familia de Gladys, fue capturado ayer tras salir bajo amparo del penal de Acayucan, donde estuvo bajo proceso por presuntos ultrajes a la autoridad.

""El Puma"" poco pudo disfrutar de su libertad, pues afuera del reclusorio lo esperaban agentes de la Policía Ministerial para hacer efectiva la orden de aprehensión en su contra por el doble feminicidio.

Te puede interesar: Civiles armados entran con violencia a una casa en Xalapa

Policiaca Condenan a 22 años de prisión a Jesús Tomás ""N"", presunto responsable por multihomicidio en Minatitlán

Posteriormente, el detenido quedó a disposición del juez que lo reclama para continuar con el proceso correspondiente a los crímenes de la exalcaldesa y su hija Carla, quien fue aspirante a la presidencia municipal de Cosoleacaque por la alianza de Morena, PT y Partido Verde en el 2021.

¿Cuándo ocurrieron los feminicidios de la exalcaldesa priista de Cosoleacaque Gladys ""N"" y de su hija Carla ""N""?

El doble crimen ocurrió la madrugada del 15 de febrero de 2021; vecinos de la calle Correos, del Barrio Segundo, en Cosoleacaque, reportaron al número de emergencias 911 haber escuchado detonaciones en la casa de la exalcaldesa y exdiputada priista de Cosoleacaque.

Elementos de Seguridad Pública llegaron en auxilio y confirmaron los asesinatos de Gladys y de Carla.

Conforme avanzaron las investigaciones, el 7 de marzo de ese año se dio a conocer oficialmente la captura del elemento del Instituto de la Policía Auxiliar (IPAX) Víctor ""N"", pues se encontraba de vigilancia en la casa cuando asesinaron a la exalcaldesa y su hija. También se tomó la declaración de Isabel ""N"", quien era compañera del oficial acusado.

Meses después, el 24 de agosto, fueron detenidos en Macuspana, Tabasco, Marco Antonio “N” y Marco de Jesús “N”, padre e hijo, como presuntos involucrados en esos hechos.

Ambos sospechosos fueron detenidos por agentes ministeriales de Tabasco, que apoyaron a los de Veracruz a cumplir las órdenes de aprehensión su contra.

¿A dónde fueron trasladados los detenidos?

Los feminicidios se cometieron durante un intento de robo y culminó con los crímenes de la exalcaldesa y de su hija. Los detenidos se encuentran en el reclusorio de Coatzacoalcos | Foto ilustrativa: Pixabay

De acuerdo con lo informado, aparentemente los feminicidios se cometieron durante un intento de robo que se salió de control y que culminó con los crímenes de la exalcaldesa y de su hija.

Los detenidos se encuentran en el reclusorio de Coatzacoalcos, en espera de que se deslinden responsabilidades conforme a derecho."
8,https://www.diariodexalapa.com.mx/policiaca/detienen-a-abogado-en-veracruz-acusado-de-intentar-sobornar-a-jueza-como-ocurrio-la-detencion-8630638.html,mexico,diariodexalapa,Detienen a abogado acusado de intentar sobornar a jueza en Veracruz,,"Agentes ministeriales detuvieron al abogado penalista Héctor Ulises ""N"" presuntamente por pedir 40 mil pesos a familiares de seis detenidos por presunto homicidio y tratar de sobornar a la jueza que lleva el caso, en el Distrito Judicial de Boca del Río.

De acuerdo con autoridades ministeriales, el litigante fue detenido en los juzgados de ese distrito judicial, tras finalizar la audiencia de los seis acusados; posteriormente, quedó a disposición de la Fiscalía Regional para las investigaciones correspondientes.

¿Cómo ocurrió la detención del abogado?

Los hechos ocurrieron ayer y a través de redes sociales se hizo público un video en el que se aprecia el momento de su captura en las instalaciones judiciales.

Te puede interesar: Detienen a hombre que participó en secuestros en Altotonga y Tlapacoyan; los detalles

Policiaca Muerte de notario no fue provocada por terceros: FGE

Además, al momento de colocarle las esposas, los agentes ministeriales le leyeron sus derechos, a la vez que el abogado exigía su derecho a una llamada.

Posteriormente, el defensor fue sacado de la sala de juicios orales y trasladado por la Policía Ministerial a la sede de su corporación, donde se realizaron los trámites de rigor para ponerlo a disposición de la Fiscalía Regional.

De acuerdo con lo informado, el abogado defendía a cinco hombres y a una mujer acusados del asesinato de un hombre en un anexo del puerto de Veracruz.

¿Cómo pretendía sobornar a la jueza?

Sin embargo, presuntamente pidió 40 mil pesos a familiares de los indiciados para intentar dárselos a la jueza y tratar de alterar el proceso penal 664/2022.

#Video | Así fue detenido y esposado un abogado en Veracruz, en plena audiencia donde defendía a 6 por homicidio. El litigante es acusado de intentar sobornar a una jueza con 40 mil pesos. Inmediatamente fue esposado y llevado a prisión. @VigilantesV @siete_letras pic.twitter.com/0RiwL8f3Eq — Miguel León (@Miguel_Leon_C) July 21, 2022

Según lo informado, el fiscal décimo primero supuestamente presentó la grabación del momento en el que presuntamente el litigante pedía el dinero que según entregaría a la jueza, por lo que al finalizar la audiencia se pidió la intervención agentes ministeriales para detener al abogado.

De acuerdo con lo informado, Héctor Ulises se encuentra en el penalito de Playa Linda, donde espera a que se defina su situación jurídica en las próximas horas."
9,https://www.diariodexalapa.com.mx/deportes/automotriz/,mexico,diariodexalapa,"Noticias Locales, Policiacas, sobre México, Veracruz, y el Mundo",,"Utilizamos cookies para personalizar y mejorar su experiencia en nuestro sitio y optimizar la publicidad que le ofrecemos. Visite nuestra Política de cookies para saber más. Al hacer clic en ""aceptar"", usted está de acuerdo con el uso que hacemos de las cookies."
